SalePrice,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,N_Parkinglot(Ground),N_Parkinglot(Basement),N_APT,N_manager,N_elevators,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total),HallwayType_corridor,HallwayType_mixed,HallwayType_terraced,HeatingType_central_heating,HeatingType_individual_heating,AptManageType_management_in_trust,AptManageType_self_management,TimeToBusStop_0~5min,TimeToBusStop_10min~15min,TimeToBusStop_5min~10min,TimeToSubway_0-5min,TimeToSubway_10min~15min,TimeToSubway_15min~20min,TimeToSubway_5min~10min,TimeToSubway_no_bus_stop_nearby,SubwayStation_Bangoge,SubwayStation_Banwoldang,SubwayStation_Chil-sung-market,SubwayStation_Daegu,SubwayStation_Kyungbuk_uni_hospital,SubwayStation_Myung-duk,SubwayStation_Sin-nam,SubwayStation_no_subway_nearby
-0.7501393981472175,0.34418119536863356,-1.9590670603220866,0.5431069611922481,-0.3319161680718506,-1.2412784472299,0.23494266814058998,-0.9465848070216124,-0.9295970034064704,0.45122912722558767,-1.4279528840440812,-1.194178411583961,-0.6171212717542311,0.1279050554603887,0.0,-0.4276141533364827,-0.9938530759488212,-0.023475341138480193,-0.5843966111035206,-0.4237464903935741,-0.5135274857860802,-0.34735162264366143,-1.2052171864842365,-0.4200410655998107,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
-1.6252314247219013,-2.0391941116702146,-1.9590670603220866,0.5431069611922481,-1.0119372174601076,-0.5316150803208024,-0.15298750426745933,-1.2109107912052288,-1.640937647306908,0.45122912722558767,-1.1717255819955688,0.4786747168183331,-0.6171212717542311,1.361110753851795,0.0,0.02668250623163632,0.5252928686320053,-1.0711513611898977,-1.6728191327636026,-1.0664577609673496,-1.856564297668788,-1.20549731733597,0.6169140712030822,-1.5466400081642273,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-1.6509708511945738,-2.0391941116702146,-1.9590670603220866,0.5431069611922481,-1.0119372174601076,-0.8154804270844415,-0.15298750426745933,-1.2109107912052288,-1.640937647306908,0.45122912722558767,-1.1717255819955688,0.4786747168183331,-0.6171212717542311,1.361110753851795,0.0,0.02668250623163632,0.5252928686320053,-1.0711513611898977,-1.6728191327636026,-1.0664577609673496,-1.856564297668788,-1.20549731733597,0.6169140712030822,-1.5466400081642273,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.5662926480024726,0.34418119536863356,-1.9590670603220866,0.5431069611922481,-0.04433017361690485,-0.5316150803208024,1.9618576291828742,-0.08507789560834353,0.13741396244418566,-1.2726300092763172,-0.01870272277726365,-1.7517961210513924,-0.6171212717542311,-1.105300642931018,0.0,-0.8819108129046018,-0.9938530759488212,-1.0711513611898977,-0.5843966111035206,-1.0664577609673496,-0.5135274857860802,-0.34735162264366143,-2.116282815327896,-0.8706806426255774,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.02200461723601252,-1.1312416137506536,-1.9590670603220866,0.5431069611922481,2.5049998397285,-1.2412784472299,0.09729002631837896,-0.08507789560834353,0.8487546063446231,0.45122912722558767,1.1343201364410416,1.0362924262857645,1.4674322901174293,-1.105300642931018,0.0,1.3895724849359932,-0.9938530759488212,1.0242006789129372,0.5040259105565615,1.504387321327753,1.501027732037981,-0.7764244699898157,1.224291157098855,1.3825172425032561,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
-1.775373231796206,-1.2447356759905988,-1.9590670603220866,0.5431069611922481,-1.7069367040595598,-0.9574131004662609,1.3486776792475703,-1.3969179652603665,-0.9295970034064704,-1.2726300092763172,-0.1468163738015198,1.5939101357531957,-0.6171212717542311,0.1279050554603887,0.0,1.3895724849359932,0.5252928686320053,1.0242006789129372,0.5040259105565615,1.504387321327753,1.501027732037981,-1.20549731733597,1.8316682429946278,1.3825172425032561,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
-1.3635617976319185,-1.2447356759905988,-1.9590670603220866,0.5431069611922481,-0.8411830332524837,-1.3832111206117195,0.6228728405486392,-1.2035684027556839,-0.9295970034064704,-2.996489145778222,-0.4030436758500321,0.4786747168183331,-0.6171212717542311,0.1279050554603887,0.0,-0.4276141533364827,-0.9938530759488212,-0.023475341138480193,0.5040259105565615,0.8616760507539772,0.8295093260966274,-1.20549731733597,-0.29415155764057715,0.7065578769646059,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
-1.5222834135304475,-1.1312416137506536,-1.9590670603220866,0.5431069611922481,-0.8411830332524837,-0.24774973355716345,0.09729002631837896,-0.08507789560834353,0.8487546063446231,0.45122912722558767,1.1343201364410416,1.0362924262857645,1.4674322901174293,-1.105300642931018,0.0,1.3895724849359932,-0.9938530759488212,1.0242006789129372,0.5040259105565615,1.504387321327753,1.501027732037981,-0.7764244699898157,1.224291157098855,1.3825172425032561,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
-1.3077978876240797,-1.1312416137506536,-1.9590670603220866,0.5431069611922481,-0.8411830332524837,-1.2412784472299,0.09729002631837896,-0.08507789560834353,0.8487546063446231,0.45122912722558767,1.1343201364410416,1.0362924262857645,1.4674322901174293,-1.105300642931018,0.0,1.3895724849359932,-0.9938530759488212,1.0242006789129372,0.5040259105565615,1.504387321327753,1.501027732037981,-0.7764244699898157,1.224291157098855,1.3825172425032561,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
-1.3163776964483038,-1.2447356759905988,-1.9590670603220866,0.5431069611922481,-0.8411830332524837,0.17804828658829505,0.6228728405486392,-1.2035684027556839,-0.9295970034064704,-2.996489145778222,-0.4030436758500321,0.4786747168183331,-0.6171212717542311,0.1279050554603887,0.0,-0.4276141533364827,-0.9938530759488212,-0.023475341138480193,0.5040259105565615,0.8616760507539772,0.8295093260966274,-1.20549731733597,-0.29415155764057715,0.7065578769646059,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
